id,name,salary,bonus,hiring_year,dismissing_year,occupation
12893,Jennifer-Phillips,28680.14,486.89,2013,2013,Translator
12894,Kaitlyn-Flores,17209.14,6708.62,2009,2012,Arboriculturist
12895,Dan-Williams,16045.73,4290.94,1981,2016,Midwife
12896,Seth-Patel,19316.81,5896.68,2007,2020,Surgeon
12897,Donna-Rodriguez,27669.19,4240.31,1988,2005,Production-Manager
12898,Kyle-Walker,34129.91,1286.78,1980,2022,Arboriculturist
12899,Anita-Gallagher,30767.26,1362.76,2000,2014,Dramatherapist
12900,Jacob-Phillips,16361.35,5580.71,2002,2007,Photographer
12901,Rachel-Oneill,30720.12,4495.15,2005,2008,Dietitian
12902,Kathleen-Smith,2674.6,905.17,2019,2022,Acupuncturist
12903,Shannon-Hayes,21586.41,1790.74,1996,2011,Psychotherapist
12904,Luis-Klein,34617.55,2992.84,1993,2020,Recruitment-Specialist
12905,Jerry-Morris,24597.12,4940.18,1988,1993,Production-Manager
12906,Bradley-Patel,6400.6,1995.26,2023,2023,Archivist
12907,Bradley-Banks,11377.52,4716.15,1982,1984,Immunologist
12908,Katie-Munoz,11894.12,5408.84,2023,2023,Administration-Assistant
12909,Francis-Sexton,18651.02,5278.18,1999,2009,Banker
12910,Melissa-Miller,28674.82,6275.9,1981,1994,Oceanographer
12911,Courtney-Walton,1381.46,600.03,1999,2011,Economist
12912,Bonnie-Hicks,29574.01,4726.98,1987,2010,Hydrogeologist
12913,Marc-Gonzalez,27990.9,5984.04,1996,2009,Acupuncturist
12914,Lydia-Coffey,25976.95,222.91,1980,1983,Ergonomist
12915,Stacie-Watson,34149.63,6375.38,1985,2002,Oncologist
12916,Laurie-Stevenson,17115.73,1499.56,1999,2011,Archaeologist
12917,Travis-Malone,34266.58,5155.06,1982,1984,Ecologist
12918,Dustin-Woods,35667.72,550.64,1981,2018,Photographer
12919,David-Alvarez,24245.37,494.37,2013,2015,Animator
12920,Joanna-Mathis,30693.71,3665.78,1995,2023,Physiotherapist
12921,Luis-Palmer,15068.32,3527.23,1994,2009,Writer
12922,Allison-Brown,30769.05,1082.45,1989,2021,Paramedic
12923,Travis-Young,13848.69,6731.82,2004,2012,Mudlogger
12924,James-Trevino,10457.93,3129.17,2022,2023,Archivist
12925,Sandra-Watts,5713.53,5387.86,2015,2015,Marketing-Manager
12926,Brianna-Soto,25211.55,180.75,1982,1991,Copy
12927,Lauren-Robinson,21710.23,614.52,2014,2019,Ophthalmologist
12928,Brianna-Martin,12418.52,755.28,1988,2015,Economist
12929,Matthew-Rodriguez,25784.35,6564.52,1980,2022,Economist
12930,Richard-Christensen,15177.83,6852.12,2022,2022,Banker
12931,Tiffany-Smith,14266.51,5500.36,2020,2020,Network-Administrator
12932,Deborah-Arias,30911.71,5375.18,1980,2023,Geoscientist
12933,Larry-Newman,36757.87,6242.29,1991,1995,Pathologist
12934,Jimmy-Weber,35533.71,4079.44,1980,2016,Archivist
12935,Edward-Smith,24953.13,5565.89,2013,2018,Animator
12936,Mitchell-Odom,36458.65,446.79,1980,1992,Archaeologist
12937,Ricky-Nelson,22106.56,4362.51,1984,2016,Arboriculturist
12938,Jamie-Howell,2055.51,1232.14,2023,2023,Dietitian
12939,Michael-Rice,7566.89,6767.07,2011,2015,Meteorologist
12940,Stephanie-Shaw,15113.84,3730.73,2022,2023,Banker
12941,Debra-Allen,30656.6,969.97,1989,1999,Administrator
12942,Alyssa-Munoz,28600.53,5624.29,2001,2015,Actuary
12943,Juan-Diaz,13343.17,3103.46,2012,2023,Dentist
12944,Holly-Patel,26868.43,1064.07,2023,2023,Cytogeneticist
12945,Cassidy-Stevenson,35594.43,2192.58,1981,2002,Immunologist
12946,Dana-Taylor,22658.25,5947.21,1980,2018,Mudlogger
12947,Carol-Shaw,8961.29,3327.89,1995,1998,Writer
12948,Christine-Hale,1684.94,1362.73,1994,2017,Statistician
12949,Daniel-Odom,7274.9,6547.22,2021,2021,Dancer
12950,Mike-Thomas,9930.64,5319.78,2022,2023,Mechanical-Engineer
12951,Randy-Murphy,29943.28,5436.45,1987,2017,Orthoptist
12952,Kathryn-Allen,3390.96,3250.91,2021,2023,Lawyer
12953,Madison-Watts,34331.9,2154.64,1995,1996,Psychiatrist
12954,Andre-Coffey,6491.86,4972.22,2008,2009,Osteopath
12955,Cory-Pena,25975.16,2931.73,1981,1996,Architect
12956,Edwin-Alvarez,23921.35,1124.2,2006,2013,Actuary
12957,Jamie-Odom,8721.77,4859.72,2020,2021,Physiotherapist
12958,Leah-Howell,30544.49,4849.22,2020,2022,Podiatrist
12959,Morgan-Martinez,30105.94,6596.25,1980,1999,Pharmacologist
12960,Juan-Perez,18364.3,2401.38,1981,2014,Illustrator
12961,Thomas-Hill,30283.93,1526.33,1992,1997,Astronomer
12962,Daniel-Odom,10582.32,1661.36,2002,2002,Photographer
12963,Jack-Anderson,12425.19,4239.85,1981,1983,Geochemist
12964,Francis-Gordon,9830.05,6812.51,1999,2006,Archaeologist
12965,Teresa-Rhodes,14480.38,6185.88,2019,2023,Curator
12966,Alyssa-Hayes,25094.4,2979.7,2011,2015,Optometrist
12967,Mike-Watson,26735.03,2187.9,2010,2010,Programmer
12968,Tasha-Diaz,31908.77,911.04,2000,2015,Microbiologist
12969,Benjamin-Lindsey,32210.98,5363.93,1980,2015,Illustrator
12970,Dana-Weaver,21137.75,4921.85,2020,2020,Podiatrist
12971,Jon-Patel,29640.08,4775.77,2002,2016,Photographer
12972,Edward-Arias,26153.82,6662.29,1984,2006,Osteopath
12973,Stacy-Nelson,37283.06,2004.5,1981,1984,Gaffer
12974,Gene-Rhodes,12430.56,2413.23,2020,2022,Network-Administrator
12975,Brandy-Benson,5551.92,1863.84,2021,2022,Pharmacologist
12976,Amber-Serrano,22454.99,1254.51,1982,2004,Copy
12977,Kristy-Garrett,10913.73,3914.0,1993,1997,Copy
12978,Sherry-Coffey,17965.84,3975.46,2002,2016,Photographer
12979,Corey-Ho,25628.23,3919.25,2015,2015,Administrator
12980,Donald-Green,5093.98,3548.03,2003,2008,Ecologist
12981,Karen-Gallagher,30166.59,5055.7,1993,2001,Chiropodist
12982,Sierra-Hunt,12539.01,1109.91,2004,2022,Psychotherapist
12983,Jerry-Gonzalez,16110.19,6697.3,1993,1995,Sub
12984,Rodney-Diaz,12741.22,1138.44,2020,2020,Network-Administrator
12985,Margaret-Nelson,13019.66,6742.62,1994,2016,Software-Engineer
12986,Sarah-Baker,35660.7,862.57,1980,2013,Architect
12987,Tanya-Soto,32491.68,5808.89,1980,2014,Lobbyist
12988,Yvonne-Christensen,15088.34,1130.14,2023,2023,Administration-Assistant
12989,Mark-Cook,30746.52,2196.3,1999,2000,Recruitment-Specialist
12990,Seth-Diaz,22692.75,1175.72,2015,2016,Musician
12991,Larry-Gibson,23628.46,6194.32,2010,2016,Dietitian
12992,Mitchell-Soto,26066.1,1866.84,1985,1999,Software-Engineer
12993,Michael-Arias,21436.4,577.04,2023,2023,Cytogeneticist
12994,Gary-Marsh,28985.04,1883.45,2005,2016,Gaffer
12995,Caroline-Coffey,27418.48,3050.49,1984,2021,Osteopath
12996,Rebecca-Costa,9848.2,3976.23,2004,2012,Illustrator
12997,Tiffany-Martin,36047.22,4758.88,1983,1989,Barrister
12998,Phillip-Peterson,22232.78,4484.97,2014,2017,Make
12999,Derek-Gonzalez,13883.16,6225.16,1995,2010,Ecologist
13000,Kristen-Young,36072.34,3167.09,1980,1984,Archaeologist
13001,Larry-Christensen,5836.09,576.54,2023,2023,Neurosurgeon
13002,Brad-Christian,34058.92,5002.36,1994,2019,Haematologist
13003,Leah-Shaw,17578.88,2790.99,1989,2020,Pharmacologist
13004,Allen-Wong,35847.22,4683.96,1991,2014,Chiropractor
13005,Amber-Wong,34822.26,5044.34,1980,1987,Architect
13006,Morgan-Trevino,27140.89,2679.39,2007,2013,Archivist
13007,Sabrina-Murphy,7597.34,6848.53,2020,2023,Network-Administrator
13008,Tonya-Trevino,11907.12,1823.96,2021,2023,Orthoptist
13009,Annette-White,8158.88,1519.88,2007,2010,Homeopath
13010,Gabrielle-Klein,36084.69,5637.0,2005,2023,Programmer
13011,Brandi-Miller,22903.71,6620.75,1980,1987,Lobbyist
13012,Phillip-Lindsey,37593.07,2815.07,1980,1999,Mechanical-Engineer
13013,Emily-Rice,27698.24,5662.09,2006,2017,Dietitian
13014,Benjamin-Taylor,7461.36,1328.44,2023,2023,Translator
13015,Juan-Bennett,3564.82,2026.75,2023,2023,Geoscientist
13016,Cheryl-Miller,8145.9,3583.82,2023,2023,Solicitor
13017,Mary-Malone,31260.19,4994.88,1992,2003,Archivist
13018,Sonya-White,36505.32,2010.05,1980,2015,Mechanical-Engineer
13019,Patrick-Newman,18462.08,2551.11,1988,2004,Economist
13020,Marc-Hicks,21544.87,3351.16,1992,2021,Writer
13021,Johnny-Williams,6892.06,3767.01,2006,2006,Production-Manager
13022,Denise-Herrera,14434.17,841.72,2007,2017,Marketing-Manager
13023,Dustin-Morrow,16092.12,5961.35,2021,2022,Phytotherapist
13024,Bradley-Jones,35654.16,3879.35,1981,2004,Geochemist
13025,Jill-Martin,6242.01,5991.45,2000,2008,Archaeologist
13026,Latasha-Johnson,5378.25,106.15,2021,2022,Bookseller
13027,Denise-Shaw,24995.56,1533.65,1987,1999,Statistician
13028,Tonya-Brown,28551.43,6786.37,2023,2023,Cytogeneticist
13029,Eric-Shaw,34976.18,5888.59,1989,1994,Sub
13030,Tanya-Murphy,18682.98,5187.46,2005,2011,Dramatherapist
13031,Brandy-Robinson,18291.44,419.38,2007,2007,Graphic-Designer
13032,Erik-Peterson,6985.97,3489.64,2003,2004,Lexicographer
13033,Katie-Bates,9062.65,4357.24,2017,2021,Actuary
13034,Nathan-Weaver,34806.26,976.23,1981,2012,Geochemist
13035,Gwendolyn-Kaiser,26571.81,6396.94,2015,2015,Translator
13036,Susan-Fox,28557.98,6431.85,1995,2008,Lexicographer
13037,Miguel-Kaiser,20585.63,567.67,1981,1997,Architect
13038,Nathan-Anderson,30008.55,1267.43,1996,2003,Administrator
13039,Renee-Coffey,8180.04,407.86,2021,2022,Musician
13040,Meredith-Hill,22530.88,4888.76,1981,2004,Oceanographer
13041,Laura-Patel,12274.7,317.81,2015,2020,Proofreader
13042,Kristy-Martinez,23449.56,3852.53,1980,2010,Ergonomist
13043,Nancy-Guerrero,14180.15,1661.89,2016,2018,Arboriculturist
13044,Adam-Weaver,14129.81,2984.88,2018,2021,Hydrologist
13045,Daniel-Morris,14858.35,4368.59,1992,2008,Production-Manager
13046,Gwendolyn-Mitchell,6910.74,6415.34,2023,2023,Animator
13047,Arthur-White,31407.98,4683.56,2000,2017,Dietitian
13048,Cindy-King,13553.81,6196.23,1982,2000,Immunologist
13049,Ashley-Hayes,30784.95,1943.26,1980,2006,Economist
13050,Morgan-Rhodes,32954.86,3574.04,1984,1991,Toxicologist
13051,Gina-Hunt,20894.36,1156.06,1982,2014,Copy
13052,Lauren-Phillips,27835.79,3285.7,1998,2023,Metallurgist
13053,Jesse-Mitchell,14870.3,6501.36,2014,2022,Proofreader
13054,Donald-Rice,3221.88,597.82,2011,2013,Software-Engineer
13055,Adam-Rice,30514.15,1190.42,2007,2015,Surgeon
13056,Ashley-Davis,13775.98,4477.24,1984,1995,Architect
13057,Jared-Fox,5460.21,1283.52,2022,2023,Pathologist
13058,Melissa-Taylor,4048.83,1710.9,1984,2019,Ergonomist
13059,Amy-Thomas,3857.3,692.61,2008,2013,Herpetologist
13060,Deanna-Christian,31747.53,4709.04,1986,2005,Oncologist
13061,Cassidy-Soto,19273.16,2143.76,1996,2004,Geoscientist
13062,Maria-Barrera,27394.95,2250.2,1983,2001,Quality manager
13063,Wayne-Gallagher,8542.1,4706.05,2000,2007,Barista
13064,Eddie-Miller,9927.91,1826.56,2000,2014,Contractor
13065,Jim-Hill,25630.15,3232.51,1982,1994,Copy
13066,Amanda-White,4159.24,572.77,1989,2011,Geochemist
13067,Margaret-Martinez,10473.47,3136.61,2019,2023,Curator
13068,Michele-Phillips,9375.14,5567.33,1996,2013,Cybersecurity-Expert
13069,Julie-Thomas,27456.8,1472.04,1987,2002,Bookseller
13070,Danielle-Hayes,30379.55,2996.75,1981,1991,Archaeologist
13071,Maria-Barrera,34803.7,2227.88,1980,2015,Mechanical-Engineer
13072,Eric-Johnson,4053.14,3893.06,2023,2023,Cytogeneticist
13073,Stacey-Rhodes,32584.4,784.25,1993,1998,Photographer
13074,Ashlee-Wolfe,9741.64,2131.64,2018,2019,Make
13075,Alicia-Wilkinson,22537.07,2729.64,2001,2002,Lexicographer
13076,Breanna-Martinez,6939.3,414.44,2011,2015,Meteorologist
13077,Albert-Thomas,31139.81,6768.36,1981,2017,Musician
13078,Jessica-Diaz,28008.78,4920.22,1987,2016,Statistician
13079,Ashlee-Ho,12504.9,5765.78,2021,2022,Phytotherapist
13080,Timothy-Miller,16991.66,757.22,2017,2022,Dietitian
13081,Sabrina-Riley,22819.7,1560.85,2018,2022,Hydrologist
13082,Anna-Costa,32077.61,955.36,2003,2013,Chiropractor
13083,Meredith-Shaw,25645.7,2301.91,2007,2019,Surgeon
13084,Austin-Bennett,1921.21,380.01,2021,2021,Paramedic
13085,Loretta-Arias,18699.19,4020.37,2017,2018,Translator
13086,Brandy-Allen,28504.27,5053.52,1997,2013,Pathologist
13087,Christopher-Guerrero,30894.26,1770.94,1986,1997,Network-Administrator
13088,Brittany-Taylor,28244.46,1603.67,1997,2007,Lexicographer
13089,Gwendolyn-Robinson,24424.0,1524.28,2013,2017,Animator
13090,Yvette-Barrera,22309.83,309.9,2005,2021,Metallurgist
13091,Gina-Riley,15822.18,3720.24,2010,2011,Lawyer
13092,Gwendolyn-Newman,21258.66,660.92,1980,1982,Lobbyist
13093,Veronica-Kaiser,9505.46,3325.0,2016,2020,Ophthalmologist
13094,Walter-Miller,32548.99,5678.73,1980,2001,Ergonomist
13095,Courtney-Peterson,29396.71,1340.6,1980,1986,Ergonomist
13096,Julia-Fox,19906.97,4824.72,2003,2015,Pathologist
13097,Jackie-Weber,35987.7,5326.16,1988,2008,Dietitian
13098,Maria-Peterson,16530.49,717.76,2015,2018,Make
13099,Dylan-Peterson,13047.97,5792.55,1996,2005,Bookseller
13100,Rick-Hunt,28166.53,5857.74,1997,2004,Solicitor
13101,Randall-Dixon,36208.96,793.07,2002,2013,Cytogeneticist
13102,Daniel-Davis,20738.15,2341.94,2015,2019,Counsellor
13103,Tonya-Gordon,23171.01,869.85,2017,2019,Translator
13104,Shelley-Mcdonald,34461.97,1260.8,1981,1996,Oncologist
13105,Gary-Morris,8978.41,4008.6,2023,2023,Animator
13106,James-Jones,31123.34,1857.07,1980,1991,Mudlogger
13107,Francis-Harrison,28832.07,3105.86,1981,1993,Architect
13108,Nicole-Young,36794.45,2692.36,1980,2000,Cybersecurity-Expert
13109,Anne-Woods,34177.14,2659.86,1981,2023,Immunologist
13110,Gary-Gibson,14183.46,6172.34,2009,2021,Recruitment-Specialist
13111,Calvin-Ho,28891.5,5598.66,2000,2003,Optometrist
13112,Austin-Dixon,4565.4,509.59,2012,2020,Lawyer
13113,Elizabeth-Stevenson,10051.99,2370.13,2005,2010,Meteorologist
13114,Rebecca-Thomas,28738.98,4556.66,1982,2018,Quality manager
13115,Wesley-Peterson,14435.35,3422.95,2003,2018,Lexicographer
13116,Rodney-Stevenson,23730.32,5898.69,2001,2017,Pathologist
13117,Peter-Benson,23824.73,3784.2,1998,2000,Herbalist
13118,Monica-Weaver,27420.72,431.69,2007,2010,Surgeon
13119,Luis-Arias,35119.68,858.98,1989,2004,Sub
13120,Maxwell-Jones,33119.56,333.24,1996,2021,Actuary
13121,Ian-Gray,12307.8,1127.16,2021,2021,Phytotherapist
13122,Brittany-Perez,21880.9,4841.86,1981,1986,Geochemist
13123,Alexander-King,18642.51,5741.45,2001,2001,Banker
13124,Shannon-Stevenson,12449.32,4448.3,2019,2020,Pathologist
13125,Lucas-Costa,16194.32,6660.02,1981,1981,Oceanographer
13126,Cory-Morrow,17670.77,4547.28,2013,2018,Chiropodist
13127,Samantha-Mcintyre,6488.13,1841.97,2023,2023,Printmaker
13128,Edward-Anderson,28208.52,3047.93,1987,2003,Operation-Manager
13129,Brad-Christensen,26077.11,5480.58,2021,2023,Astronomer
13130,Annette-Newman,11370.69,1061.76,1996,2009,Oncologist
13131,Jay-Robinson,35236.41,1324.44,1980,2012,Oceanographer
13132,Jonathan-Robinson,16984.18,1572.89,1985,1993,Dealer
13133,Rick-Murphy,28317.51,180.48,1988,2017,Oncologist
13134,Miguel-Christian,30624.86,6977.66,1997,2021,Actuary
13135,Sabrina-Barrera,17506.55,824.49,2013,2014,Psychiatrist
13136,Christian-Mcintyre,2387.74,525.58,2022,2022,Dentist
13137,Danielle-Alvarez,26374.38,6906.45,1980,2010,Lobbyist
13138,Kim-Barker,27808.28,1964.56,1980,1993,Ergonomist
13139,Justin-Oneill,12834.38,5844.73,2021,2022,Phytotherapist
13140,Christopher-Woods,27912.4,3196.9,2009,2023,Ophthalmologist
13141,Deborah-Arias,31989.14,5102.66,2021,2023,Cytogeneticist
13142,Craig-Coffey,24764.67,5189.35,1980,2021,Geoscientist
13143,Eric-Anderson,6497.97,1005.69,2023,2023,Recruitment-Specialist
13144,Darius-Green,35705.68,405.53,1980,2023,Quality manager
13145,Rodney-Arias,31438.17,4761.8,2011,2014,Dentist
13146,Sabrina-Wong,21208.54,1981.41,2012,2016,Psychiatrist
13147,Alexandra-Morrow,22876.52,3924.76,1992,2000,Toxicologist
13148,Caroline-Gonzalez,3449.94,2476.41,2021,2021,Graphic-Designer
13149,Brad-Peterson,24425.71,1632.23,1985,2015,Herpetologist
13150,Isaiah-Lindsey,29142.1,2169.27,2015,2017,Administrator
13151,Cody-Weaver,34449.46,1128.7,1980,1998,Mechanical-Engineer
13152,Allison-Marsh,14955.89,541.66,2005,2021,Actor
13153,Janice-Bennett,21505.16,570.04,2021,2022,Orthoptist
13154,Walter-Mitchell,20313.88,2524.83,1993,2003,Sub
13155,Jonathan-Gray,32571.85,2190.94,1981,2016,Meteorologist
13156,Vanessa-Fox,19867.7,4837.95,2003,2016,Pathologist
13157,Kristine-Baker,29775.77,6107.89,1995,2008,Physiotherapist
13158,Christina-Bennett,13308.4,996.59,1998,1998,Quality manager
13159,Megan-Young,9262.38,2403.12,1995,2002,Herpetologist
13160,Sonya-Walker,10207.21,4221.87,2003,2018,Lexicographer
13161,Ronald-Watson,25488.6,6509.93,1984,1988,Proofreader
13162,Shelley-Mcdonald,11837.42,6878.17,2019,2021,Administrator
13163,Larry-Shaw,22457.95,1688.52,2008,2023,Recruitment-Specialist
13164,Heather-Mathis,16777.16,1677.36,1994,2004,Barista
13165,Jasmine-Sexton,21358.04,4223.14,1992,2005,Herpetologist
13166,Jackie-Peterson,11990.51,765.63,2020,2022,Psychiatrist
13167,Cesar-Watson,36227.78,1003.53,2019,2019,Podiatrist
13168,Cesar-Anderson,35018.52,1186.78,1980,2018,Illustrator
13169,Tami-Mathis,5691.43,848.1,2002,2023,Bookseller
13170,Yvette-Odom,37325.32,2081.7,1980,2019,Hydrologist
13171,Latasha-Johnson,22405.86,6617.37,1986,2014,Network-Administrator
13172,Parker-Flores,35534.99,2418.98,1990,2010,Graphic-Designer
13173,Toni-Hayes,29471.09,2177.38,2011,2011,Dentist
13174,Sherry-Fox,13095.12,4538.89,1998,2008,Herbalist
13175,Wesley-Hunt,29298.72,1157.72,1982,2003,Copy
13176,Jennifer-Rice,8769.22,5476.01,2023,2023,Solicitor
13177,Lisa-Jones,33639.29,5548.41,1980,1994,Banker
13178,Jodi-Coffey,19294.09,505.47,2017,2018,Animator
13179,Miguel-Young,15830.69,115.4,2020,2020,Podiatrist
13180,Michelle-Robinson,16426.76,6654.35,1993,2015,Sub
13181,Ricky-Morrow,12664.5,2333.99,2015,2018,Interpreter
13182,Tiffany-Walton,5152.94,3576.72,1984,2020,Ergonomist
13183,Cassandra-Peterson,21499.1,4224.9,2001,2005,Pathologist
13184,Johnny-Marsh,31211.63,5793.59,1983,1986,Herpetologist
13185,Jared-Hester,26228.95,2636.08,1991,2018,Contractor
13186,Emily-Morrow,31314.21,4951.63,1986,2005,Bookseller
13187,Benjamin-Arias,8702.09,4217.44,2022,2023,Metallurgist
13188,Dustin-Howell,31852.63,1345.63,1996,2013,Actuary
13189,Juan-Palmer,25241.93,6733.91,1991,2023,Contractor
13190,Gina-Alvarez,27748.47,2752.86,2006,2015,Lawyer
13191,Betty-Marsh,4156.42,1500.74,2023,2023,Animator
13192,Nichole-Wilkinson,13175.44,4351.49,2019,2021,Archivist
13193,Dana-Sexton,33961.33,6717.69,1985,2018,Production-Manager
13194,Brandi-Woods,5389.43,300.46,2021,2021,Interpreter
13195,Jon-Hester,19502.7,1871.44,1992,1993,Herpetologist
13196,Wanda-Hester,30025.75,1382.93,1988,1989,Ecologist
13197,Marie-Mcintyre,37602.1,3671.49,1980,1995,Architect
13198,Mary-Davis,10009.47,2936.62,1995,2020,Writer
13199,Miguel-Rose,16470.99,1305.05,2017,2023,Gaffer
13200,Katie-Costa,3165.46,1423.36,2002,2002,Contractor
13201,Amanda-Flores,25043.67,3916.92,2006,2010,Actuary
13202,Samuel-Garrett,4484.56,1431.47,2008,2022,Herbalist
13203,Cassandra-Garrett,18252.6,6851.18,2015,2016,Make
13204,Karen-Davis,3790.22,3307.73,2020,2022,Cybersecurity-Expert
13205,Mark-Bennett,3934.36,3286.54,2003,2012,Lexicographer
13206,Arthur-Walker,7803.61,2296.16,2023,2023,Toxicologist
13207,Cory-Serrano,17322.55,2429.07,2017,2018,Dietitian
13208,Marc-Fox,14916.9,5853.47,2021,2021,Musician
13209,Kathryn-Mcintyre,36481.21,6519.07,1980,2022,Midwife
13210,Lucas-Taylor,24369.82,4241.42,2016,2022,Administrator
13211,Kevin-Malone,17887.56,1662.0,2022,2022,Astronomer
13212,Deanna-Morris,21448.14,6249.55,1990,1999,Cybersecurity-Expert
13213,Breanna-Walton,37157.51,4064.08,1980,1986,Musician
13214,Christine-Trevino,15672.52,5974.12,1995,2010,Ecologist
13215,Brian-Benson,33772.95,3248.0,1996,2004,Phytotherapist
13216,Cindy-Woods,12437.96,3287.91,2001,2003,Quality manager
13217,Jose-Williams,28013.7,4907.83,1985,2009,Dealer
13218,Briana-Cook,35320.75,1104.19,1980,1991,Banker
13219,Mariah-Christensen,37724.07,3215.41,1980,1999,Osteopath
13220,Sandra-Davis,1601.61,695.16,2023,2023,Midwife
13221,Deanna-Watson,4668.75,3547.29,2022,2023,Orthoptist
13222,Sean-Herrera,2584.61,1213.22,2023,2023,Actor
13223,Joyce-Guerrero,22490.54,2020.75,1987,2008,Writer
13224,Tina-Rodriguez,28096.3,5059.41,2015,2015,Musician
13225,Catherine-Elliott,13390.53,5230.23,2021,2021,Printmaker
13226,Ashley-Gray,33774.94,6508.59,1991,1992,Psychotherapist
13227,Cory-Perez,5007.76,400.0,2023,2023,Dramatherapist
13228,Sierra-Arias,8263.99,1982.32,1981,1997,Geochemist
13229,Rachel-Rhodes,7671.38,5720.93,1984,2020,Midwife
13230,Brandi-Malone,26415.57,1316.29,1981,2017,Architect
13231,Kim-Fox,36444.64,4962.7,1984,2004,Osteopath
13232,Patty-Gordon,11628.47,409.05,1995,2009,Writer
13233,Stacie-Robinson,28693.8,444.27,2015,2022,Administrator
13234,Kyle-Wolfe,14788.1,5392.12,2022,2022,Astronomer
13235,Kenneth-Munoz,26244.39,5822.08,1987,2003,Firefighter
13236,Mary-Robinson,31892.23,5683.32,1981,1983,Midwife
13237,Renee-Taylor,34039.79,3039.1,1982,2005,Ecologist
13238,Catherine-Wilkinson,28279.67,6698.19,1985,2014,Software-Engineer
13239,Jason-Bates,31229.18,2298.05,2003,2008,Curator
13240,Sheryl-Cook,37055.2,489.97,1980,2008,Archaeologist
13241,Dan-Peterson,18342.29,1134.97,2007,2011,Microbiologist
13242,Maxwell-Patel,24107.53,4269.55,2008,2019,Curator
13243,Julie-Miller,19796.65,6793.7,1996,1999,Paramedic
13244,Patrick-Nelson,5923.54,756.03,2023,2023,Artist
13245,Cheryl-Murphy,35337.86,2253.97,1990,2014,Dramatherapist
13246,Steven-Sexton,33510.4,1382.96,1980,2010,Midwife
13247,Jamie-Smith,18459.97,2690.43,2013,2015,Curator
13248,Rebecca-Costa,27324.3,2399.82,2010,2012,Programmer
13249,Jerry-Martin,9033.63,1239.32,2023,2023,Astronomer
13250,Matthew-Klein,2614.05,1375.88,2015,2023,Herpetologist
13251,Bryan-Rhodes,35423.74,3952.63,1980,2008,Oceanographer
13252,Courtney-Gibson,8155.64,5051.19,2019,2019,Administrator
13253,Jack-Barrera,36750.71,310.62,1989,2002,Actor
13254,Jamie-Young,26158.52,772.2,1980,1996,Ergonomist
13255,Randy-Mcdonald,3042.07,1135.89,2023,2023,Operation-Manager
13256,Alexandra-Peterson,28717.74,3554.32,1991,2007,Toxicologist
13257,Brianna-Flores,4122.65,2036.29,2023,2023,Hydrogeologist
13258,Julie-Parks,30483.34,4340.39,1988,2022,Contractor
13259,Johnny-Fox,17479.13,1013.34,2013,2013,Psychiatrist
13260,Gregory-Lindsey,34866.06,5936.87,1980,2002,Cybersecurity-Expert
13261,Theresa-Perez,24506.8,2362.42,1989,2018,Neurosurgeon
13262,Ricky-Young,33644.36,3334.21,1982,2020,Ecologist
13263,Jerry-Coffey,21837.03,6282.11,1990,2022,Writer
13264,Latasha-Gonzalez,7874.05,1911.97,2019,2022,Curator
13265,Edward-King,32219.96,2817.12,1987,1996,Firefighter
13266,Gordon-Hale,15858.61,1759.06,2004,2004,Psychotherapist
13267,Maria-Hale,19959.96,3740.87,1997,2007,Marketing-Manager
13268,Karen-Wolfe,16478.33,1631.87,2013,2016,Arboriculturist
13269,Megan-Benson,31226.79,2920.81,1985,2009,Dealer
13270,Teresa-Allen,18984.38,3613.98,1999,2005,Archaeologist
13271,Angela-Mcintyre,33854.53,2728.35,1980,1987,Contractor
13272,Sarah-Parks,13026.28,5893.47,2020,2021,Network-Administrator
13273,Holly-Miller,31117.25,4882.13,1981,2017,Geochemist
13274,Craig-Rice,32456.89,4950.6,1996,2004,Phytotherapist
13275,Douglas-Flores,34647.0,2615.57,1983,1988,Barrister
13276,Christina-Perez,24643.67,4990.44,2023,2023,Cytogeneticist
13277,Melanie-White,8073.81,5559.69,2022,2023,Dietitian
13278,Victor-Watts,27857.35,5781.34,2006,2007,Recruitment-Specialist
13279,Jimmy-Watts,23632.09,5016.8,1982,1994,Marketing-Manager
13280,Kelly-Parks,28230.84,6759.81,2002,2013,Microbiologist
13281,Nichole-Gibson,23531.56,1281.85,2006,2011,Gaffer
13282,Christopher-Gibson,4373.02,4349.64,1985,2012,Midwife
13283,Lisa-Barker,13362.24,2082.49,2023,2023,Artist
13284,Isaiah-Miller,13380.32,4946.45,2022,2023,Firefighter
13285,Chelsea-Stevenson,34407.55,3171.65,1999,2009,Translator
13286,Mariah-Perez,7096.86,273.88,2022,2023,Firefighter
13287,Latoya-Newman,28013.41,6978.22,1981,2008,Midwife
13288,Bonnie-Thomas,22432.11,4691.8,1986,2003,Network-Administrator
13289,Craig-Wilkinson,35971.66,6038.74,1980,1999,Astronomer
13290,Barbara-Martin,36243.39,4844.76,1980,1994,Dealer
13291,Tanya-Flores,22633.23,3398.87,1984,2010,Banker
13292,Anita-Allen,31531.45,504.84,1981,2021,Oceanographer
13293,Jesse-Rice,18314.95,5826.79,2007,2018,Graphic-Designer
13294,Brian-Malone,7294.52,797.92,2011,2019,Meteorologist
13295,Ashlee-Fernandez,10972.66,5113.68,2022,2022,Metallurgist
13296,Brianna-Pena,17670.93,1103.96,1981,1983,Architect
