AreaCode,Phone,City,State,Zip,HasChild,Salary,Rate,ChildExemp
785,1000619,TESCOTT,KS,67484,Y,1792500,6.45,2250
870,1001576,DESHA,AR,72527,N,2671000,7.0,0
907,1017495,ANCHORAGE,AK,99503,N,2069000,0.0,0
435,1006381,GREEN RIVER,UT,84525,Y,2935000,7.0,2475
414,1002859,MADISON,WI,53792,N,1013000,6.75,0
605,1009371,BRENTFORD,SD,57429,Y,4659500,0.0,0
769,1001631,DUBLIN,MS,38739,Y,1241000,5.0,1500
402,1007398,LINCOLN,NE,68521,N,653000,6.84,0
559,1000425,CANOGA PARK,CA,91309,Y,1320000,9.3,272
802,1008852,MORETOWN,VT,5660,Y,3644500,9.5,3300
651,1000610,MIDDLE RIVER,MN,56737,N,3382000,7.85,0
304,1002932,FOREST HILL,WV,24935,N,2976500,6.5,0
308,1001238,UTICA,NE,68456,N,3398000,6.84,0
515,1002150,BATTLE CREEK,IA,51006,Y,241500,8.98,40
970,1001367,COLORADO SPRINGS,CO,80997,N,2302000,4.63,0
801,1002156,SALT LAKE CITY,UT,84110,Y,681500,7.0,2475
701,1005830,COLFAX,ND,58018,N,4804000,5.54,0
760,1000449,PASADENA,CA,91121,Y,221500,9.3,272
787,1004779,AGUADILLA,PR,605,N,2607000,0.0,0
320,1000951,MOORHEAD,MN,56561,Y,2096000,7.85,3300
304,1007757,CRAB ORCHARD,WV,25827,Y,672000,6.5,2000
307,1018655,YELLOWSTONE NATIONAL PARK,WY,82190,N,2919500,0.0,0
718,1001158,BOSTON,NY,14025,N,2709500,6.85,0
678,1002313,GIBSON,GA,30810,N,1653500,6.0,0
435,1005579,PROVO,UT,84602,Y,1089500,7.0,2475
609,1002142,NORTHVALE,NJ,7647,Y,2242000,8.97,1500
662,1000837,GULFPORT,MS,39505,Y,2813500,5.0,1500
603,1004125,CANDIA,NH,3034,Y,2183500,0.0,0
702,1003609,GERLACH,NV,89412,N,1678500,0.0,0
864,1005027,EUTAWVILLE,SC,29048,Y,1743500,7.0,3300
570,1000486,READING,PA,19610,N,829500,3.07,0
307,1012929,GILLETTE,WY,82716,Y,1265500,0.0,0
978,1001502,ARLINGTON HEIGHTS,MA,2475,N,3164000,5.3,0
301,1003961,AQUASCO,MD,20608,N,1154500,4.75,0
202,1002675,WASHINGTON,DC,20573,N,631500,9.0,0
951,1000046,KINGS BEACH,CA,96143,Y,761000,9.3,272
228,1002586,OXFORD,MS,38655,N,3277500,5.0,0
763,1000378,WARREN,MN,56762,N,3679000,7.85,0
720,1004612,GRAND JUNCTION,CO,81503,Y,2670500,4.63,0
603,1004669,SWANZEY,NH,3446,Y,4021500,0.0,0
435,1007822,SALT LAKE CITY,UT,84104,Y,1356500,7.0,2475
253,1000937,HUMPTULIPS,WA,98552,Y,2932000,0.0,0
678,1001000,RYDAL,GA,30171,Y,1123500,6.0,3000
706,1000716,SNELLVILLE,GA,30078,N,760500,6.0,0
870,1005060,CADDO GAP,AR,71935,N,2097000,7.0,0
307,1001530,FORT BRIDGER,WY,82933,N,2957500,0.0,0
478,1002691,ATLANTA,GA,30343,N,3661000,6.0,0
219,1000588,MACY,IN,46951,N,2333000,3.4,0
860,1003298,WATERBURY,CT,6722,N,3954500,5.0,0
302,1017600,GEORGETOWN,DE,19947,N,4349500,5.95,0
618,1000638,EVANSVILLE,IL,62242,N,401000,3.0,0
808,1004085,KAMUELA,HI,96743,N,4685500,8.25,0
304,1000416,MINDEN,WV,25879,N,3840500,6.5,0
304,1009377,CHARLESTON,WV,25365,N,4251500,6.5,0
864,1000272,HARTSVILLE,SC,29551,Y,1832500,7.0,3300
208,1016979,NORDMAN,ID,83848,Y,2505500,7.8,3300
702,1004019,RENO,NV,89533,N,3991500,0.0,0
208,1003628,PARIS,ID,83261,Y,2498500,7.8,3300
307,1012956,KELLY,WY,83011,N,2380500,0.0,0
502,1002560,OPHIR,KY,41459,N,4850500,6.0,0
208,1012787,MURRAY,ID,83874,Y,2163500,7.8,3300
401,1005144,KINGSTON,RI,2881,N,1367500,0.0,0
620,1002186,HUNTER,KS,67452,Y,2031000,6.45,2250
337,1001500,NOBLE,LA,71462,N,4724000,6.0,0
330,1001551,TOLEDO,OH,43601,Y,4394500,7.18,1300
501,1003108,UMPIRE,AR,71971,Y,2548500,7.0,20
262,1002955,CEDARBURG,WI,53012,Y,4888000,6.75,400
810,1000070,EBEN JUNCTION,MI,49825,Y,1176500,3.9,3100
618,1000927,HARVEL,IL,62538,Y,951000,3.0,2000
623,1000984,TUCSON,AZ,85720,Y,1451500,5.04,2300
971,1000862,HARPER,OR,97906,N,521500,9.0,0
502,1001754,LOUISVILLE,KY,40290,Y,409000,6.0,20
605,1000889,KIMBALL,SD,57355,Y,2776500,0.0,0
251,1001358,MONTGOMERY,AL,36134,N,516000,5.0,0
830,1000493,VAN,TX,75790,N,3393000,0.0,0
951,1000608,ELK GROVE,CA,95758,Y,729500,9.3,272
701,1007818,BISMARCK,ND,58503,Y,1306000,5.54,3300
769,1001907,TAYLORSVILLE,MS,39168,N,3483000,5.0,0
205,1002580,BIRMINGHAM,AL,35285,N,1332500,5.0,0
254,1000120,GORDONVILLE,TX,76245,N,4453000,0.0,0
408,1000023,SAN FRANCISCO,CA,94150,Y,3895500,9.3,272
209,1000035,LAKE FOREST,CA,92630,Y,4839500,9.3,272
336,1002574,DURHAM,NC,27701,N,521500,8.25,0
580,1004472,UNION CITY,OK,73090,Y,1518000,6.25,1000
205,1002693,BIRMINGHAM,AL,35254,N,3718500,5.0,0
207,1013427,HARBORSIDE,ME,4642,Y,1939000,8.5,2850
848,1001985,PATERSON,NJ,7533,N,4952000,8.97,0
720,1003856,BOULDER,CO,80305,N,1324500,4.63,0
321,1000900,ORLANDO,FL,32854,N,1800000,0.0,0
941,1000454,PINELLAS PARK,FL,33780,Y,2528500,0.0,0
931,1002725,HERMITAGE,TN,37076,N,913000,0.0,0
203,1000309,WEST GRANBY,CT,6090,N,1755000,5.0,0
267,1001327,FALLS CREEK,PA,15840,Y,1492500,3.07,0
603,1005371,NORTH STRATFORD,NH,3590,Y,491500,0.0,0
573,1000192,RUSSELLVILLE,MO,65074,Y,496500,6.0,1200
405,1000119,MEDFORD,OK,73759,N,235000,6.25,0
928,1000585,PHOENIX,AZ,85053,N,1064500,5.04,0
773,1001144,MELROSE PARK,IL,60164,N,4249000,3.0,0
307,1013089,CROWHEART,WY,82512,N,668500,0.0,0
781,1001326,SOUTH CHATHAM,MA,2659,N,854000,5.3,0
774,1000715,BONDSVILLE,MA,1009,N,3578000,5.3,0
812,1001647,CONVERSE,IN,46919,N,3709500,3.4,0
503,1002830,COVE,OR,97824,Y,1792500,9.0,159
808,1014883,WAIANAE,HI,96792,N,888000,8.25,0
707,1000325,CLEMENTS,CA,95227,Y,2785000,9.3,272
502,1004772,MARION,KY,42064,N,2368500,6.0,0
603,1018509,JACKSON,NH,3846,Y,4181500,0.0,0
636,1001813,HIGGINSVILLE,MO,64037,Y,2966500,6.0,1200
917,1000549,ELMONT,NY,11003,Y,2879000,6.85,1000
605,1009607,WAKPALA,SD,57658,N,2842000,0.0,0
302,1016602,WILMINGTON,DE,19806,Y,378500,5.95,110
206,1003308,BURBANK,WA,99323,N,3937000,0.0,0
603,1013175,CENTER STRAFFORD,NH,3815,Y,3615500,0.0,0
971,1004545,GLENDALE,OR,97442,N,1993000,9.0,0
939,1009597,SAN JUAN,PR,907,Y,4135000,0.0,0
509,1003460,MOCLIPS,WA,98562,Y,959500,0.0,0
518,1000269,BRONX,NY,10455,Y,3815500,6.85,1000
207,1009722,SQUIRREL ISLAND,ME,4570,N,4933500,8.5,0
314,1001206,KANSAS CITY,MO,64198,N,2038500,6.0,0
402,1000698,PAGE,NE,68766,Y,1416000,6.84,103
509,1002747,COLFAX,WA,99111,N,1862500,0.0,0
718,1001293,CICERO,NY,13039,N,2665000,6.85,0
618,1001229,GRANTSBURG,IL,62943,Y,1050500,3.0,2000
304,1013788,MONTROSE,WV,26283,N,955000,6.5,0
701,1005908,BALTA,ND,58313,Y,1639000,5.54,3300
207,1018704,BATH,ME,4530,N,2435500,8.5,0
270,1002336,RENFRO VALLEY,KY,40473,Y,1627000,6.0,20
304,1006331,DAVIS,WV,26260,N,929500,6.5,0
701,1012129,COLEHARBOR,ND,58531,N,4879500,5.54,0
610,1000497,FAYETTE CITY,PA,15438,N,191000,3.07,0
971,1002186,MULINO,OR,97042,N,741500,9.0,0
215,1000033,BYRNEDALE,PA,15827,Y,3131500,3.07,0
252,1002609,MILLS RIVER,NC,28759,N,2232500,8.25,0
920,1000102,EMBARRASS,WI,54933,N,1361500,6.75,0
816,1002956,FLEMINGTON,MO,65650,N,2546000,6.0,0
208,1002205,MACKAY,ID,83251,Y,1039500,7.8,3300
802,1010370,STAMFORD,VT,5352,N,874500,9.5,0
787,1004991,HUMACAO,PR,791,N,3351000,0.0,0
406,1000142,BUTTE,MT,59750,N,4440000,6.9,0
801,1007920,PARK VALLEY,UT,84329,Y,2187000,7.0,2475
308,1005459,OMAHA,NE,68124,Y,4621000,6.84,103
901,1001071,KNOXVILLE,TN,37932,N,3008000,0.0,0
605,1002588,SPRINGFIELD,SD,57062,Y,4470500,0.0,0
605,1006667,ASHTON,SD,57424,N,2561000,0.0,0
605,1009908,KEYSTONE,SD,57751,Y,2489000,0.0,0
541,1000632,WALDPORT,OR,97394,N,3515500,9.0,0
303,1003442,LA VETA,CO,81055,Y,3099000,4.63,0
757,1000248,ROANOKE,VA,24024,N,3616000,5.75,0
228,1003366,MERIDIAN,MS,39304,Y,4698000,5.0,1500
551,1001218,NAVESINK,NJ,7752,Y,1921500,8.97,1500
302,1010208,FENWICK ISLAND,DE,19944,N,71500,5.95,0
207,1007284,MOUNT DESERT,ME,4660,Y,4043500,8.5,2850
605,1014652,STURGIS,SD,57785,Y,659000,0.0,0
979,1000544,BRYAN,TX,77807,N,36000,0.0,0
605,1004468,VEBLEN,SD,57270,Y,2879000,0.0,0
571,1000212,IRON GATE,VA,24448,Y,2334000,5.75,900
617,1000018,SOUTH WELLFLEET,MA,2663,Y,2427500,5.3,1000
951,1000012,ANAHEIM,CA,92816,Y,3502000,9.3,272
505,1014301,CHURCH ROCK,NM,87311,Y,3521000,5.3,3300
971,1001186,MEHAMA,OR,97384,N,2952000,9.0,0
910,1002618,HOLLISTER,NC,27844,N,4740000,8.25,0
404,1000598,ARGYLE,GA,31623,Y,1332500,6.0,3000
928,1000018,GLENDALE,AZ,85312,Y,1849500,5.04,2300
319,1003677,URBANDALE,IA,50322,Y,3366000,8.98,40
508,1001668,SPRINGFIELD,MA,1199,N,2430500,5.3,0
302,1017386,KIRKWOOD,DE,19708,Y,3664000,5.95,110
931,1000540,WOODBURY,TN,37190,Y,577000,0.0,0
719,1001387,DENVER,CO,80299,N,1628500,4.63,0
228,1000038,PARIS,MS,38949,Y,2348500,5.0,1500
201,1002009,LEEDS POINT,NJ,8220,Y,4372500,8.97,1500
320,1000416,HANCOCK,MN,56244,Y,1164000,7.85,3300
307,1014479,HAWK SPRINGS,WY,82217,N,3006500,0.0,0
409,1000625,CAMPBELL,TX,75422,N,4285000,0.0,0
605,1015390,DALLAS,SD,57529,N,1887500,0.0,0
808,1002964,HONOLULU,HI,96823,N,2306000,8.25,0
678,1001783,ENIGMA,GA,31749,Y,2999000,6.0,3000
302,1013865,NEWARK,DE,19714,Y,2559000,5.95,110
802,1012652,MONTPELIER,VT,5602,N,3903500,9.5,0
608,1000877,DICKEYVILLE,WI,53808,Y,270000,6.75,400
847,1001466,RUSSELL,IL,60075,N,4954500,3.0,0
918,1003884,TATUMS,OK,73487,N,4558500,6.25,0
208,1003103,IDAHO FALLS,ID,83401,N,2432500,7.8,0
503,1001800,BEAVERTON,OR,97006,N,3423000,9.0,0
224,1000901,MUNDELEIN,IL,60060,N,1661500,3.0,0
949,1000252,POMONA,CA,91797,N,1352500,9.3,0
208,1010514,HAILEY,ID,83333,Y,2835500,7.8,3300
515,1002111,UNIVERSITY PARK,IA,52595,Y,2045500,8.98,40
402,1001684,PALMER,NE,68864,N,2315500,6.84,0
516,1000521,STONY BROOK,NY,11794,N,1602000,6.85,0
301,1004749,CROFTON,MD,21114,Y,3213500,4.75,2400
802,1016502,EAST BERKSHIRE,VT,5447,N,618500,9.5,0
860,1006358,BRIDGEPORT,CT,6601,N,4531000,5.0,0
860,1007674,STAMFORD,CT,6927,N,4081000,5.0,0
405,1000063,FRANCIS,OK,74844,Y,3944000,6.25,1000
205,1000244,MOBILE,AL,36633,Y,1751500,5.0,300
505,1002942,LAS CRUCES,NM,88013,N,2472500,5.3,0
408,1000275,SAN JOSE,CA,95123,Y,1823000,9.3,272
202,1010184,WASHINGTON,DC,20222,N,3602500,9.0,0
610,1000462,ROBERTSDALE,PA,16674,N,2244500,3.07,0
307,1001852,GILLETTE,WY,82717,Y,3652500,0.0,0
505,1009223,ALBUQUERQUE,NM,87120,N,2890000,5.3,0
260,1000901,RAGSDALE,IN,47573,N,1878000,3.4,0
850,1000230,TAMPA,FL,33646,N,4630500,0.0,0
702,1008994,SUN VALLEY,NV,89433,N,1342500,0.0,0
802,1006896,SPRINGFIELD,VT,5156,N,1309500,9.5,0
740,1000623,MINGO,OH,43047,Y,3099000,7.18,1300
207,1012771,ISLESBORO,ME,4848,N,4667000,8.5,0
219,1002472,SCHNEIDER,IN,46376,Y,1688000,3.4,1000
814,1000687,FORCE,PA,15841,Y,3902500,3.07,0
551,1001198,PRINCETON,NJ,8543,N,4986000,8.97,0
856,1002103,HEISLERVILLE,NJ,8324,N,4855000,8.97,0
304,1017898,LINDSIDE,WV,24951,Y,4297500,6.5,2000
405,1002554,ELK CITY,OK,73648,N,4701000,6.25,0
509,1003022,WENATCHEE,WA,98801,Y,3758000,0.0,0
606,1002989,ROUSSEAU,KY,41366,N,2089500,6.0,0
208,1009986,WEIPPE,ID,83553,Y,4081500,7.8,3300
406,1013176,SAINT REGIS,MT,59866,N,811500,6.9,0
954,1000442,FLORAL CITY,FL,34436,Y,2209500,0.0,0
701,1006992,GRANDIN,ND,58038,N,3022500,5.54,0
712,1001916,DES MOINES,IA,50316,Y,138500,8.98,40
812,1002612,INDIANAPOLIS,IN,46216,Y,739000,3.4,1000
402,1003585,OMAHA,NE,68157,Y,2821500,6.84,103
928,1002928,SAINT DAVID,AZ,85630,N,3044000,5.04,0
763,1001046,WEST UNION,MN,56389,Y,1167500,7.85,3300
425,1000715,DARRINGTON,WA,98241,Y,2269000,0.0,0
706,1000489,DULUTH,GA,30099,Y,600500,6.0,3000
605,1005541,MONROE,SD,57047,N,658000,0.0,0
972,1000217,PEARSALL,TX,78061,Y,2072500,0.0,0
720,1002291,COLORADO SPRINGS,CO,80905,Y,876500,4.63,0
678,1002186,ATLANTA,GA,30362,N,2334500,6.0,0
419,1001514,SABINA,OH,45169,N,2743000,7.18,0
302,1008690,WILMINGTON,DE,19804,Y,2831500,5.95,110
971,1003089,HELIX,OR,97835,Y,946000,9.0,159
201,1001677,DENVILLE,NJ,7834,Y,3818500,8.97,1500
802,1002089,WEST FAIRLEE,VT,5083,N,3772000,9.5,0
520,1000275,DATELAND,AZ,85333,N,2219000,5.04,0
402,1001552,HARRISBURG,NE,69345,Y,3342000,6.84,103
518,1000148,OAKLAND GARDENS,NY,11364,N,4487000,6.85,0
203,1000800,STAMFORD,CT,6903,Y,3564500,5.0,0
978,1001814,READVILLE,MA,2137,Y,1128000,5.3,1000
406,1000382,RICHLAND,MT,59260,N,1378500,6.9,0
229,1000892,RICHLAND,GA,31825,Y,345500,6.0,3000
971,1001219,MAPLETON,OR,97453,N,2692000,9.0,0
808,1005511,HONOLULU,HI,96844,N,4095500,8.25,0
256,1003128,MUSCLE SHOALS,AL,35661,Y,4498500,5.0,300
808,1018505,WHEELER ARMY AIRFIELD,HI,96854,Y,1487500,8.25,1040
870,1004342,GILBERT,AR,72636,Y,4341500,7.0,20
707,1000087,ANGELUS OAKS,CA,92305,Y,3049000,9.3,272
302,1016153,WILMINGTON,DE,19887,Y,824500,5.95,110
504,1003397,GONZALES,LA,70707,N,723000,6.0,0
225,1003557,SULPHUR,LA,70665,N,396000,6.0,0
202,1019145,WASHINGTON,DC,20522,N,1234000,9.0,0
907,1002951,ANCHORAGE,AK,99522,Y,4936000,0.0,0
907,1008911,KENAI,AK,99611,N,4064000,0.0,0
870,1001582,STUTTGART,AR,72160,N,833500,7.0,0
712,1000380,ASPINWALL,IA,51432,N,232000,8.98,0
203,1001153,NEW HAVEN,CT,6534,N,1090500,5.0,0
609,1000562,PINE BEACH,NJ,8741,Y,2129500,8.97,1500
319,1002345,MOULTON,IA,52572,Y,1144000,8.98,40
308,1007119,WINNEBAGO,NE,68071,N,2619500,6.84,0
970,1000737,DENVER,CO,80281,N,3748500,4.63,0
276,1001739,MIDDLEBURG,VA,20118,Y,3377000,5.75,900
769,1001629,NATCHEZ,MS,39121,Y,952500,5.0,1500
303,1002747,FORT COLLINS,CO,80521,N,653000,4.63,0
603,1008065,WEST OSSIPEE,NH,3890,N,2790000,0.0,0
262,1002995,RACINE,WI,53404,Y,572500,6.75,400
603,1001885,CORNISH,NH,3745,Y,542000,0.0,0
918,1004424,HITCHCOCK,OK,73744,N,1700000,6.25,0
808,1019428,WAIANAE,HI,96792,N,252000,8.25,0
307,1013883,ARAPAHOE,WY,82510,Y,3583500,0.0,0
802,1010566,SHOREHAM,VT,5770,Y,4413000,9.5,3300
440,1001839,NORTH JACKSON,OH,44451,N,2180000,7.18,0
773,1001339,CAROL STREAM,IL,60197,Y,189500,3.0,2000
414,1000003,INDEPENDENCE,WI,54747,N,3099500,6.75,0
484,1000307,KINTNERSVILLE,PA,18930,N,4704000,3.07,0
954,1000521,CORAL GABLES,FL,33114,Y,1284500,0.0,0
505,1002162,COUNSELOR,NM,87018,Y,2323500,5.3,3300
609,1001220,WEST MILFORD,NJ,7480,N,2218500,8.97,0
608,1001891,WAUTOMA,WI,54982,Y,1825500,6.75,400
417,1002070,LODI,MO,63950,Y,1660500,6.0,1200
563,1000023,PISGAH,IA,51564,N,2343500,8.98,0
702,1008387,ROUND MOUNTAIN,NV,89045,Y,3929500,0.0,0
434,1002139,CHECK,VA,24072,Y,2208500,5.75,900
843,1004285,MC CLELLANVILLE,SC,29458,Y,4772000,7.0,3300
434,1002210,LONG ISLAND,VA,24569,N,697000,5.75,0
517,1001252,MUSKEGON,MI,49442,N,3696000,3.9,0
660,1003185,KANSAS CITY,MO,64944,Y,4837000,6.0,1200
859,1003705,REED,KY,42451,Y,3570500,6.0,20
757,1000933,STAFFORDSVILLE,VA,24167,Y,426500,5.75,900
507,1001103,YOUNG AMERICA,MN,55397,N,471000,7.85,0
808,1005376,MAKAWAO,HI,96768,Y,2243000,8.25,1040
603,1018225,MANCHESTER,NH,3103,N,895000,0.0,0
412,1000833,KLINGERSTOWN,PA,17941,Y,550000,3.07,0
208,1011018,POCATELLO,ID,83205,Y,3371000,7.8,3300
913,1001909,MERIDEN,KS,66512,Y,3447000,6.45,2250
808,1011111,WAIMEA,HI,96796,Y,1072500,8.25,1040
303,1004389,ENGLEWOOD,CO,80113,N,3972500,4.63,0
270,1001943,ROXANA,KY,41848,Y,1241000,6.0,20
603,1009623,NEW CASTLE,NH,3854,N,4876000,0.0,0
302,1003446,DOVER AFB,DE,19902,Y,2855000,5.95,110
443,1003336,ABERDEEN PROVING GROUND,MD,21005,N,4919500,4.75,0
941,1000127,PORT RICHEY,FL,34673,N,2404000,0.0,0
907,1007396,KONGIGANAK,AK,99545,N,1124000,0.0,0
701,1004025,LAWTON,ND,58345,Y,2995000,5.54,3300
603,1008160,LITTLETON,NH,3561,Y,1869000,0.0,0
775,1005573,LAS VEGAS,NV,89135,N,235000,0.0,0
207,1009270,WALPOLE,ME,4573,N,129000,8.5,0
410,1003214,BALTIMORE,MD,21230,N,4212500,4.75,0
320,1000879,FERGUS FALLS,MN,56538,N,3938500,7.85,0
208,1010418,MALTA,ID,83342,N,4732000,7.8,0
202,1013651,WASHINGTON,DC,20219,N,2375000,9.0,0
270,1002453,HYDEN,KY,41749,Y,3379000,6.0,20
765,1002138,FAIRMOUNT,IN,46928,Y,508000,3.4,1000
405,1005048,BOISE CITY,OK,73933,N,3572500,6.25,0
603,1007347,KINGSTON,NH,3848,Y,3522500,0.0,0
334,1000304,BIRMINGHAM,AL,35245,N,3662500,5.0,0
847,1001320,CAMDEN,IL,62319,N,1278000,3.0,0
616,1000785,HUBBARDSTON,MI,48845,N,1662500,3.9,0
701,1004154,NEW ENGLAND,ND,58647,Y,441000,5.54,3300
505,1013767,UTE PARK,NM,87749,Y,910000,5.3,3300
662,1001851,CORINTH,MS,38834,Y,1840000,5.0,1500
769,1001528,BUDE,MS,39630,Y,4160500,5.0,1500
702,1003953,LAS VEGAS,NV,89159,Y,1019500,0.0,0
207,1008106,TROY,ME,4987,N,3138500,8.5,0
701,1006786,LARIMORE,ND,58251,Y,2921500,5.54,3300
402,1000410,FORDYCE,NE,68736,N,2171500,6.84,0
740,1001501,MAINEVILLE,OH,45039,N,464500,7.18,0
804,1001025,HUDGINS,VA,23076,N,1594500,5.75,0
410,1001926,MYERSVILLE,MD,21773,Y,1706000,4.75,2400
574,1002190,DUBLIN,IN,47335,Y,2930500,3.4,1000
605,1000693,ENNING,SD,57737,N,4225500,0.0,0
802,1012395,GLOVER,VT,5839,N,3573500,9.5,0
253,1003638,BREMERTON,WA,98312,Y,1850000,0.0,0
808,1008369,HAKALAU,HI,96710,Y,4041500,8.25,1040
939,1002396,SAN JUAN,PR,936,N,2910500,0.0,0
304,1004415,HERNDON,WV,24726,Y,1704000,6.5,2000
636,1001037,JAMESTOWN,MO,65046,Y,62500,6.0,1200
928,1002734,PHOENIX,AZ,85076,N,4948000,5.04,0
435,1005206,PROVO,UT,84604,N,2159000,7.0,0
802,1018393,BURLINGTON,VT,5406,Y,2113000,9.5,3300
801,1006043,SALT LAKE CITY,UT,84180,N,2875500,7.0,0
601,1004799,STENNIS SPACE CENTER,MS,39529,N,2310000,5.0,0
505,1007059,ALBUQUERQUE,NM,87112,N,2169000,5.3,0
402,1002043,STAMFORD,NE,68977,N,673500,6.84,0
541,1000585,MAUPIN,OR,97037,Y,166000,9.0,159
302,1001209,WILMINGTON,DE,19808,N,3221500,5.95,0
563,1001621,ORAN,IA,50664,Y,1587000,8.98,40
505,1015670,VANDERWAGEN,NM,87326,Y,1692000,5.3,3300
208,1017221,LAPWAI,ID,83540,Y,4675500,7.8,3300
414,1002413,RACINE,WI,53405,N,3824500,6.75,0
918,1000856,GUYMON,OK,73942,Y,1611000,6.25,1000
513,1001305,CINCINNATI,OH,45244,Y,2505000,7.18,1300
252,1002762,CHARLOTTE,NC,28208,Y,2076000,8.25,3300
618,1000240,CRESCENT CITY,IL,60928,N,282000,3.0,0
773,1000585,DOLTON,IL,60419,Y,2892000,3.0,2000
307,1005918,DANIEL,WY,83115,Y,3739500,0.0,0
334,1003330,HUNTSVILLE,AL,35897,Y,650000,5.0,300
202,1010688,WASHINGTON,DC,20402,N,4255500,9.0,0
862,1000904,NEWARK,NJ,7108,N,3211000,8.97,0
862,1000466,POMPTON LAKES,NJ,7442,Y,3502500,8.97,1500
207,1015777,FRIENDSHIP,ME,4547,Y,1592500,8.5,2850
412,1000954,CAMP HILL,PA,17001,Y,639500,3.07,0
630,1001551,ALLERTON,IL,61810,Y,3851000,3.0,2000
586,1000933,WATERFORD,MI,48328,Y,3392500,3.9,3100
847,1000295,MOUNT MORRIS,IL,61054,N,1926000,3.0,0
202,1018013,WASHINGTON,DC,20063,N,66000,9.0,0
815,1000866,STRASBURG,IL,62465,N,2848000,3.0,0
701,1007264,COLEHARBOR,ND,58531,N,3920000,5.54,0
202,1002573,WASHINGTON NAVY YARD,DC,20376,Y,4248500,9.0,1370
435,1000403,SALT LAKE CITY,UT,84126,N,174500,7.0,0
860,1007285,NORWALK,CT,6858,Y,2365000,5.0,0
573,1001410,HARRISONVILLE,MO,64701,Y,1637000,6.0,1200
405,1005007,TERRAL,OK,73569,N,4075000,6.25,0
718,1001007,KEUKA PARK,NY,14478,N,2850000,6.85,0
252,1002311,ORIENTAL,NC,28571,N,4807500,8.25,0
304,1004910,PINEY VIEW,WV,25906,Y,2926500,6.5,2000
603,1002842,WINDHAM,NH,3087,Y,1957500,0.0,0
907,1012274,EIELSON AFB,AK,99702,N,1891500,0.0,0
914,1000327,NEW YORK,NY,10150,Y,4919500,6.85,1000
865,1001640,MONTEREY,TN,38574,N,3441000,0.0,0
715,1003089,MOUNT HOPE,WI,53816,N,4214500,6.75,0
240,1002255,RHODESDALE,MD,21659,Y,2816000,4.75,2400
802,1003110,WEST WARDSBORO,VT,5360,Y,1494000,9.5,3300
509,1002503,SPANGLE,WA,99031,Y,1885000,0.0,0
479,1002808,DYESS,AR,72330,N,4262500,7.0,0
802,1014129,VERGENNES,VT,5491,N,4465500,9.5,0
615,1001820,LAWRENCEBURG,TN,38464,Y,1383500,0.0,0
308,1002770,SHELBY,NE,68662,N,1646000,6.84,0
619,1000275,HEMET,CA,92545,N,4237000,9.3,0
510,1000307,MOUNT LAGUNA,CA,91948,N,1718000,9.3,0
781,1001427,POCASSET,MA,2559,Y,1819500,5.3,1000
920,1001197,OKAUCHEE,WI,53069,Y,2503500,6.75,400
636,1000199,POWERSITE,MO,65731,Y,2461000,6.0,1200
702,1000321,NORTH LAS VEGAS,NV,89036,Y,1000500,0.0,0
906,1001460,CLIFFORD,MI,48727,N,4269000,3.9,0
702,1001712,RENO,NV,89515,N,1332500,0.0,0
603,1018864,FREMONT,NH,3044,Y,4504500,0.0,0
660,1001837,AGENCY,MO,64401,N,3216500,6.0,0
970,1000975,MESA VERDE NATIONAL PARK,CO,81330,Y,189500,4.63,0
413,1000162,HATFIELD,MA,1038,N,2038500,5.3,0
734,1001151,SEARS,MI,49679,N,41500,3.9,0
920,1000118,DEERFIELD,WI,53531,Y,3973500,6.75,400
763,1002607,CROMWELL,MN,55726,N,979500,7.85,0
308,1004342,BLUE HILL,NE,68930,N,2896000,6.84,0
313,1001169,ODEN,MI,49764,N,908000,3.9,0
870,1004687,LITTLE ROCK,AR,72217,Y,3202500,7.0,20
980,1002628,CHARLOTTE,NC,28258,N,3770500,8.25,0
605,1002267,TEA,SD,57064,Y,1904500,0.0,0
225,1002359,NEW ORLEANS,LA,70159,N,3470000,6.0,0
407,1000019,LEHIGH ACRES,FL,33973,N,1736500,0.0,0
479,1005088,YORKTOWN,AR,71678,N,291500,7.0,0
307,1014505,BUFFALO,WY,82834,Y,2161000,0.0,0
618,1001097,BRIMFIELD,IL,61517,Y,2491500,3.0,2000
651,1001284,WALKER,MN,56484,N,3574000,7.85,0
860,1002673,ROCKY HILL,CT,6067,Y,3932500,5.0,0
509,1002878,AUBURN,WA,98001,Y,2240500,0.0,0
769,1000534,WALLS,MS,38680,N,1425500,5.0,0
503,1005783,PORTLAND,OR,97258,N,3240500,9.0,0
860,1002135,NEW HAVEN,CT,6511,Y,2345500,5.0,0
218,1002346,MAPLETON,MN,56065,N,1280000,7.85,0
240,1004379,BOZMAN,MD,21612,N,3154000,4.75,0
316,1001651,MAPLETON,KS,66754,N,2394500,6.45,0
602,1003067,PHOENIX,AZ,85061,N,3404000,5.04,0
302,1006837,DAGSBORO,DE,19939,Y,3419500,5.95,110
304,1016303,CHARLESTON,WV,25362,Y,1008000,6.5,2000
989,1000301,ESCANABA,MI,49829,N,1946500,3.9,0
479,1001163,SALADO,AR,72575,N,316000,7.0,0
608,1003303,ENDEAVOR,WI,53930,N,3982500,6.75,0
347,1000211,COMSTOCK,NY,12821,Y,3441500,6.85,1000
775,1005202,LAS VEGAS,NV,89157,Y,2031000,0.0,0
